LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,SEX_1,SEX_2,EDUCATION_0,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
9.392661928770137,47,0,-1,-1,-1,-1,-1,5.621487231929371,2.562381961956291,2.562381961956291,2.562381961956291,2.562381961956291,2.562381961956291,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5257286443082556,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7.755053139369341,37,0,0,0,0,0,0,7.6787889981991535,7.6737346181917525,7.387977354949951,7.394779892562176,6.450996876486422,7.170119543449628,4.295015257684252,4.605170185988092,3.8430301339411947,2.8134107167600364,6.502290170873972,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8.900185443672344,33,-1,0,0,0,0,0,8.696343057044556,8.684891683788765,8.673501541797295,8.690401122776953,8.686412622331865,8.701435125327368,5.458308102856978,5.441118165179708,5.431973751360711,5.334167019441734,5.364261149842071,5.402527220448467,0,0,1,0,0,0,1,0,0,0,0,0,1,0
8.517193191416238,36,0,0,0,0,0,0,8.51673308558378,8.536440108778693,8.516306131428168,8.481434744363161,8.501477003242847,8.516853133603133,5.211305989558407,5.213666836927528,5.155216522907363,5.155216522907363,5.19295685089021,5.298317366548036,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7.755053139369341,25,0,0,0,0,2,2,7.086487066925534,7.122167489506143,7.141614544736411,7.2115813332572225,7.187833515407186,7.250233254519523,4.14946386144318,3.996364153861897,4.724137705052135,0.0,4.669708707125663,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
9.305650551780507,52,0,0,0,0,0,0,8.295814748048695,8.289932844381816,8.284765004291406,8.18611173174531,8.07963868179946,7.949385608829431,5.115995809754082,5.115995809754082,5.115995809754082,5.115995809754082,4.75932086581535,5.115995809754082,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6.907755278982137,34,-1,-1,-1,-1,-2,-2,2.5649493574615367,0.0,3.258096538021482,0.0,0.0,0.0,0.0,3.258096538021482,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.1764388203005,50,0,0,0,0,0,0,9.11529315759342,9.072173490148648,9.0148930479633,8.919363990352716,8.958673024283689,8.927535276603907,5.8199840134919025,5.821664270867699,5.465948207931988,6.915293462020426,7.200748223752495,7.200698487355389,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.804875263868018,32,0,0,0,0,2,0,8.896296071679643,8.863667619874905,8.83592324798974,8.828528311908112,8.78199039133056,8.76210345302411,5.579729825986222,5.54777822617962,5.974657428791601,4.892852258439873,5.809142990314028,5.809142990314028,0,0,1,0,1,0,0,0,0,0,0,0,1,0
9.680344001221918,35,0,0,0,0,0,0,8.932481009473092,9.003488389438859,9.007656911520174,9.021574092498206,9.042300346887997,8.858676660336327,7.438383530044307,5.809142990314028,5.585999438999818,5.610692051590189,6.6420521132491315,5.585999438999818,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7.418580902748128,27,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.721165995742174,41,0,0,0,0,0,0,9.731369759824963,9.722898494099821,9.700669367683163,9.383124929150512,9.17436080064345,9.121836973384779,6.466403892309564,6.434760514080374,6.013796652314393,5.778580684731388,5.749392985908253,5.683352984255728,0,1,0,0,1,0,0,0,0,0,0,1,0,0
10.057638232363386,39,0,0,0,0,-2,-1,8.104290492876846,8.134907356255479,8.203723685053657,2.3856999997045523,4.207673247529104,7.6289552739841175,5.115995809754082,5.809142990314028,2.3856999997045523,4.207673247529104,7.6289552739841175,6.3849133027204,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8.517193191416238,28,-1,-1,-1,-1,-1,0,2.3856999997045523,2.3856999997045523,2.3856999997045523,2.3856999997045523,3.0788471802644977,2.3856999997045523,2.3856999997045523,2.3856999997045523,2.3856999997045523,3.0788471802644977,0.0,2.3856999997045523,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.517193191416238,35,0,0,0,0,0,0,7.156800467819,7.279065929873491,7.381792429300292,6.9805099548910485,6.7483295996650865,0.0,5.585999438999818,5.150397236471415,4.605170185988092,5.809142990314028,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9.721165995742174,43,0,0,0,0,0,0,7.555085371398937,7.51383653561025,7.295870748755188,7.213080786606513,7.1258460866596955,6.804910115689961,4.907740870933623,5.1187918970560835,5.116995310087166,4.892852258439873,5.115995809754082,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
8.111728083308073,56,-2,-1,2,-1,-1,-1,2.5649493574615367,3.258096538021482,2.5649493574615367,2.5649493574615367,4.858001981004126,2.5649493574615367,3.258096538021482,0.0,2.5649493574615367,4.858001981004126,2.5649493574615367,2.5649493574615367,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.642356334370243,35,-1,-1,-1,-1,-1,0,3.3978584803966405,3.3568971227655755,4.828047035073757,3.9033185647979995,4.168730273580497,2.975529566236472,3.3568971227655755,4.831242776808181,3.9086841041626315,4.168730273580497,0.0,5.868637562099667,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6.907755278982137,28,2,0,0,-1,-1,0,4.172333881083795,3.893859034800475,0.0,1.6550484236861527,6.716070019235216,6.725073657372626,3.506557897319982,0.0,4.657129924918802,6.725433722188183,3.506557897319982,4.199705077879927,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9.243130194799173,27,0,0,0,0,0,0,7.3095246774716855,7.078819261964157,7.037642539816559,7.162113219226421,6.9942387388702745,6.698802231187265,4.207177092718628,4.199705077879927,5.122772794033106,3.550574782736756,3.2529551385210635,2.562381961956291,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.418580902748128,30,0,0,2,0,0,-2,4.421247347827163,5.017941869278694,4.9602772347546615,5.030873556337247,0.0,0.0,4.319264312937566,0.0,2.345005808877998,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.104979856318357,25,0,0,0,0,0,0,8.72453251118548,8.691661771926004,8.643678988689013,8.561012290129376,8.528568249437743,8.540382235188936,5.30843270028913,5.311727053457954,5.130293114454907,5.117794191695461,5.16554758858333,4.909955166339534,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7.418580902748128,26,-1,-1,-1,-1,-1,-2,4.14946386144318,3.2606573588831558,0.0,5.05390761744066,0.0,0.0,3.2606573588831558,0.0,5.05390761744066,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.642356334370243,42,0,0,0,0,0,0,8.132912108975203,8.117710154985621,8.142800302862483,8.050809668338657,8.070093258530791,8.10494513101124,4.893352133481524,5.1371700449854885,4.787491742782046,4.75932086581535,5.115995809754082,4.605170185988092,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.294049640102028,29,0,0,0,0,0,0,8.21146481509561,8.183937110749865,8.081485347237098,7.96419048875106,7.976423691277175,7.909195655897973,4.892852258439873,5.115995809754082,4.605170185988092,4.700480365792417,4.608497976080766,4.605170185988092,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7.418580902748128,29,1,2,2,2,0,0,6.598554440844037,6.6126680783435825,6.553315929477017,6.49853312199626,6.533691934013504,6.4405743288933195,3.506557897319982,4.199705077879927,3.506557897319982,3.506557897319982,3.506557897319982,3.506557897319982,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.294049640102028,38,0,0,0,0,0,2,7.432897923342921,6.763384398416656,6.76269097054389,6.749892161020556,5.0008093999449645,4.504981458732659,4.017583501088638,4.183067436726904,4.007333185232471,2.8134107167600364,0.0,3.912023005428146,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9.06723952833551,59,0,0,0,0,0,0,9.062941844971458,9.071779208377542,9.076984202094497,8.981405080870163,8.78032126667009,8.783503506130327,5.809142990314028,5.9044531701183525,6.076647865326991,5.809442945323025,5.585999438999818,5.94786090962585,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8.111728083308073,56,1,2,2,2,2,2,7.438795209998368,7.493280128648328,7.4963934331162365,7.461506283599559,7.516632775221377,7.529639155429642,4.985431439732966,4.199705077879927,0.0,4.944495491591711,4.260800177239738,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7.888584531993863,48,0,0,0,0,0,0,7.815328120236569,7.831008383856267,7.856164640737752,7.380006380768352,7.172782660869112,7.183516580538225,4.7303333289420975,4.892852258439873,4.199705077879927,4.199705077879927,3.8593252164276968,4.295015257684252,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.517193191416238,28,0,0,0,0,0,0,6.055924940193637,6.125849741806425,6.190861704692192,6.001002251588471,6.041285925425038,6.229496710915942,3.9765615265657175,3.912023005428146,3.9765615265657175,3.506557897319982,4.605170185988092,4.295015257684252,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8.699514748210191,30,1,-1,-1,-1,0,0,3.9709206466756313,1.6094379124341003,5.685165810494317,6.480300152982357,6.157684951022571,5.705669581837752,1.6094379124341003,5.687766004147428,6.480300152982357,2.817402738029574,4.605170185988092,4.502398907952146,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.900185443672344,41,0,0,2,0,0,0,8.438561154944711,8.560820846387724,8.522167465840928,8.54662900874917,8.559530836757276,8.549143952648064,6.597600350678298,0.0,5.585999438999818,5.452468046375295,5.378360074221573,5.115995809754082,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8.804875263868018,37,0,0,0,0,2,2,7.14303818263471,7.20753883225059,7.234417651074802,7.289997249847539,7.3070234478859355,7.335894704129174,4.612807613117303,3.9765615265657175,4.5712686343124105,3.9765615265657175,4.199705077879927,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8.374092347775564,22,0,0,0,0,0,0,7.061048448395266,6.205701888951196,5.84267447352282,5.787715042900407,5.479666228205201,5.704448919199361,4.205687149557474,4.199705077879927,4.33510971488613,3.5115454388310208,4.912164569472245,3.1682840387521405,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.888584531993863,35,0,0,0,0,0,0,5.773204883508398,5.847401702431117,5.88758441662059,5.783414841741296,5.788736180536365,5.8484598526909775,3.6938669956249757,3.629660094453965,2.373354163882253,2.793208009442517,3.84445768593238,1.9021075263969205,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9.721165995742174,34,0,0,0,0,0,0,9.413180530632165,9.16655565960516,9.075562488518933,8.011355109161286,5.777136194178941,0.0,5.865901324132636,6.91545886336717,4.611152257665639,3.7954891891721947,6.907755278982137,5.809142990314028,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.006367567650246,30,1,2,0,0,0,2,7.319224548207993,7.296345469865456,7.31957791290612,7.342390764390081,7.412864595752018,7.394042278300973,0.0,4.22683374526818,4.248495242049359,5.005287687769661,0.0,4.841558964052322,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8.85366542803745,41,0,-1,-1,-2,-2,-2,7.6378931238812955,5.395897694886901,0.0,0.0,0.0,0.0,5.395897694886901,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
9.498022444427964,37,1,-1,-1,-1,-1,-1,5.440106238819414,7.79116462828628,7.248409236200024,7.8308627241832145,7.551432064067786,7.4870242899629105,7.797510367594469,7.253376016354364,7.835513342297186,7.556236280046188,7.4915896996013815,6.13361493921266,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8.294049640102028,41,-1,-1,-1,-1,0,0,5.030655762587067,0.0,6.855268289968415,6.57251561576347,6.259262738962623,5.414172619298505,0.0,6.855268289968415,6.57251561576347,0.0,0.0,1.8971199848858813,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.006367567650246,30,0,0,0,-2,-2,-2,7.355151100088346,7.195437351433918,0.0,0.0,0.0,0.0,4.892852258439873,0.0,0.0,0.0,0.0,7.9492091538102985,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.274878893113755,33,-1,-1,-1,0,0,-1,5.513966236099986,5.256626939493827,7.059302572939281,6.2985202332741475,5.734311679691024,5.268545208214366,5.261480476496063,7.063875446665754,4.974662633637438,0.42744401482693967,5.27282860378087,7.3853549848495,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.448200319929287,44,0,0,0,0,2,0,7.79376548156576,7.82489898030773,7.8489597372105955,7.882591610257454,7.88386089315745,7.899709914777282,4.868815680611631,4.899082808190508,5.100679105642189,4.3740784648247075,4.580194199917914,4.640537329825382,0,1,0,0,1,0,0,0,0,0,0,0,1,0
9.615805480084347,41,-2,-2,-2,-2,-2,-2,3.572345637857985,3.754198920234579,3.408945068452981,3.380994674344636,3.4740347056144216,3.7240857098485556,3.758871825933971,3.4133455155978027,3.3855195689429256,3.4781584227982836,3.728901128463422,3.8543938925915096,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7.755053139369341,31,0,0,0,0,0,0,7.375109568491254,7.466227556215481,7.531212916864674,7.655090726117659,7.67622635882337,7.724667566876013,5.298317366548036,5.115995809754082,5.809142990314028,4.605170185988092,5.115995809754082,4.605170185988092,0,1,0,0,1,0,0,0,0,0,0,0,1,0
9.028018815182229,43,0,0,0,0,0,0,8.040908544479715,8.071156057543025,8.016328899543014,7.754009738072624,7.774897782589561,7.754310006171394,4.990205803695782,4.612807613117303,4.4620693423474185,4.499809670330265,4.536534393597953,4.422848629194137,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8.006367567650246,26,0,0,0,0,0,0,7.633401917632669,7.342196495326818,7.284134806195205,7.323698631377929,7.3431890298233515,7.369873735134386,4.199705077879927,4.248495242049359,4.422848629194137,4.007333185232471,4.199705077879927,4.199705077879927,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9.243130194799173,26,0,0,0,0,0,0,7.980673620558443,8.046730790284105,7.9329841192905475,7.902647680733424,7.830677308454132,7.804387373193108,5.720967299410302,4.5297279908212325,4.896096988604762,4.4953553199808844,4.48149482462687,4.481871969643598,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9.920016854487338,36,-2,-2,-2,-2,-2,-2,3.37188299399338,0.0,0.0,0.0,8.18490419284123,8.636255408571001,0.0,-3.4011973816621555,0.0,8.189892104277428,6.930657672199441,1.7861884241785997,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8.111728083308073,36,0,0,2,0,0,2,5.87418138649325,5.906723318652891,5.262862885563634,4.7938603092329215,5.22107628620459,5.1759613909215165,4.363098624788363,0.0,2.8134107167600364,4.199705077879927,0.0,3.506557897319982,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7.195437351433918,23,2,3,2,2,2,0,6.965143296090868,6.939996564289156,7.008143453013405,7.018908981680726,6.99863140043899,7.0313583821772445,0.0,4.605170185988092,3.6888794541139363,0.0,4.001863709427935,3.8155121050473024,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.85366542803745,50,-1,-1,-2,-1,-1,-1,3.951884538853277,0.0,0.0,3.290886360844473,4.171819874390391,0.0,0.0,0.0,3.290886360844473,4.171819874390391,0.0,3.7803945629497098,0,0,1,0,1,0,0,0,0,0,0,0,1,0
9.274878893113755,33,0,0,0,0,0,0,9.291751373877297,8.81903947611622,7.5505035019582305,8.591997587677053,8.712019569348666,0.0,5.809142990314028,6.214608098422191,8.160518247477505,7.513891082552453,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9.141347500489232,26,0,-1,-1,-1,-1,-1,5.30760741345513,3.288401887516811,5.056670343669267,4.053522567701846,4.237000862623624,4.042466301453436,3.6888794541139363,5.058366696917446,4.053522567701846,4.237000862623624,4.042466301453436,5.522527016044244,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7.600902459542082,33,-1,-1,-1,-1,-1,-1,5.623776803333848,5.530090244560301,5.6315701405422764,5.530090244560301,5.530090244560301,5.530090244560301,5.530090244560301,5.6315701405422764,5.530090244560301,5.530090244560301,5.530090244560301,5.530090244560301,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9.721165995742174,45,-1,-1,-1,-1,-1,-1,7.116231793252942,0.0,6.642008634043055,6.415587837034679,0.0,6.252930972741351,0.0,7.925398505116579,0.0,0.0,6.502290170873972,6.396929655216146,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9.274878893113755,32,0,0,0,0,0,0,7.273901891378684,6.839012376250393,6.724873565329619,6.678090510677662,6.534273216727024,0.0,3.93051758806431,4.611483548044683,4.210645017918261,4.199705077879927,0.0,7.9205675778469145,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8.111728083308073,26,0,0,0,-1,-1,2,6.703556143668865,6.792194771678851,6.751841935464484,3.379860244274024,7.559038255443384,7.514581753075555,4.605170185988092,3.522431246476272,4.203198967134183,7.558342845123287,4.199705077879927,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8.294049640102028,34,-1,2,-1,0,0,0,3.5853690777442715,3.0476920124847022,3.8066624897703196,3.4011973816621555,2.70805020110221,0.0,0.0,3.8066624897703196,0.0,0.0,0.0,2.70805020110221,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9.392661928770137,26,0,-1,-1,0,-1,-1,5.983936280687191,3.8110970868381857,4.910937725986257,6.386430284779438,4.598816712015916,4.167181886174367,3.912023005428146,5.115995809754082,6.214608098422191,4.605170185988092,4.199705077879927,3.539025087457483,0,1,0,0,1,0,0,0,0,0,0,0,1,0
8.294049640102028,37,0,0,0,0,-1,-1,6.557157072314813,6.286680667213843,5.993712019648461,5.276412531159987,4.603168183317418,0.0,5.11998783102362,5.115995809754082,3.506557897319982,4.603168183317418,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8.804875263868018,31,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
7.888584531993863,23,2,2,0,0,0,0,7.776646878752999,7.752435430442685,7.765272175277902,7.177477026056925,7.2078598714324755,7.236291345442184,0.0,4.263149250436462,4.199705077879927,4.199705077879927,4.199705077879927,4.605170185988092,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.006367567650246,29,-1,-1,-1,0,-1,-1,1.540445040947149,0.0,2.2335922215070942,1.540445040947149,1.4891517465595985,4.425245753793858,0.0,2.6390573296152584,0.0,1.4891517465595985,4.428035155881437,3.41224721784874,0,1,0,0,1,0,0,0,0,0,0,0,1,0
8.900185443672344,42,-1,-1,-1,-1,-1,-1,2.2512917986064953,3.3141860046725258,0.0,3.713572066704308,4.678110810389806,4.846808319938465,3.3141860046725258,0.0,3.713572066704308,4.678110810389806,4.846808319938465,4.8012850649143815,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9.243130194799173,42,0,-1,-1,2,-1,-1,6.583501426298796,6.487024237203539,6.354775755585424,5.573420656792957,6.349197264740147,6.186551500639666,6.487024237203539,4.326337728813293,-2.0149030205422647,6.349197264740147,5.456744603142555,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.517193191416238,33,0,0,2,2,2,2,7.4810673197595685,7.554806163649109,7.471438972236307,7.537767397539291,7.555050474693183,7.536630569521942,5.115995809754082,0.0,5.0106352940962555,4.422848629194137,0.0,4.422848629194137,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7.888584531993863,23,0,0,0,0,0,0,7.709891384553912,7.7181668422027325,7.6881499197729815,7.552884497148101,6.875851729969129,6.794586580876499,4.403054001865957,4.610820857496906,3.949318790171843,3.912023005428146,3.506557897319982,3.720862499966987,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.809142990314028,33,-2,-1,0,0,2,2,0.0,4.530446639792155,5.251051040746947,5.659133722987319,5.627141382330993,5.82982758150686,4.605170185988092,4.605170185988092,4.605170185988092,0.0,4.199705077879927,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.804875263868018,49,1,-2,-1,-1,-1,-1,0.0,0.0,4.34683114277022,5.533125949392749,5.53549530682605,6.149393793438589,0.0,4.34683114277022,5.533125949392749,5.536546555280287,6.149393793438589,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8.58173171255381,48,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
6.907755278982137,41,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
8.58173171255381,35,0,0,0,0,0,0,8.07625633399982,8.444185126962715,8.458263798553563,8.229484451942229,8.289966314664392,8.292072687217807,7.427322582684883,5.298317366548036,5.115995809754082,5.703782474656201,4.892852258439873,4.892852258439873,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7.418580902748128,49,0,0,0,0,0,0,7.414894114890132,7.413548260220053,7.389955065159684,7.5920130656961655,6.51416933340405,6.505235828162542,4.605170185988092,4.199705077879927,4.148411783492376,3.5105499185895193,3.9765615265657175,3.1498829533812494,0,1,0,0,0,1,0,0,0,0,0,1,0,0
9.06723952833551,30,1,2,0,0,0,0,8.076608548813057,8.051064710740837,8.078057539430795,8.121906111008624,8.047061553977803,8.073174347675826,0.0,5.115995809754082,5.298317366548036,5.115995809754082,4.892852258439873,5.585999438999818,0,0,1,0,1,0,0,0,0,0,0,0,1,0
9.721165995742174,42,0,0,-1,-1,-1,-2,3.629660094453965,0.0,1.6550484236861527,4.212127597878484,0.0,0.0,0.0,1.6550484236861527,4.21410095816366,0.0,0.0,3.0742353350419345,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8.85366542803745,36,-1,-1,2,-1,-1,-1,3.4350618956149117,4.447346100794524,3.2000327370667208,2.1972245773362196,0.0,4.09323283336941,4.45046379622711,0.0,2.1972245773362196,0.0,4.605170185988092,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
6.907755278982137,36,0,0,0,0,0,0,5.80252111400514,5.839187111662404,3.838735209658314,3.972804477688005,2.9373966965410276,0.0,3.506557897319982,3.506557897319982,1.8971199848858813,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
8.699514748210191,52,-2,-2,-2,-2,-2,-2,0.0,0.0,1.575536360758419,0.0,0.0,0.0,0.0,1.575536360758419,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8.294049640102028,50,0,0,0,0,0,0,8.281403345067705,8.291020055541663,8.133763510168686,7.831458470571746,7.368045216040233,7.3076269954224475,5.321545492667243,5.0048407603879195,4.479984820564946,3.819176455061794,3.7857036387494762,3.912023005428146,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.517193191416238,28,0,0,0,0,0,0,8.531128969154716,8.429978157326271,8.282171034655128,8.061423773398324,7.438363922008934,7.072789376125581,5.3471075307174685,5.0106352940962555,4.4324028419989485,4.199705077879927,4.199705077879927,8.028346474369021,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7.888584531993863,27,0,0,0,0,0,0,7.525586065232633,7.5624561131561165,7.576900025390436,7.603715166836273,7.57431889355906,7.570511978218014,4.605170185988092,4.873414564547398,4.422848629194137,4.248495242049359,4.295015257684252,4.236519051002643,0,0,1,0,0,1,0,0,0,0,0,0,1,0
